date,product_id,current_stock,reorder_level,reorder_quantity,lead_time_days,shelf_life_days
2024-12-05,VEGETABLE009,144,11,77,4,18
2024-12-06,VEGETABLE009,156,18,73,5,18
2024-12-07,VEGETABLE009,136,18,47,5,18
2024-12-08,VEGETABLE009,151,17,36,5,18
2024-12-09,VEGETABLE009,151,17,46,4,18
2024-12-10,VEGETABLE009,155,6,70,5,18
2024-12-11,VEGETABLE009,137,14,55,2,18
2024-12-12,VEGETABLE009,155,19,40,5,18
2024-12-13,VEGETABLE009,161,16,47,4,18
2024-12-14,VEGETABLE009,170,10,80,4,18
2024-12-15,VEGETABLE009,158,5,33,1,18
2024-12-16,VEGETABLE009,139,6,59,5,18
2024-12-17,VEGETABLE009,129,8,56,5,18
2024-12-18,VEGETABLE009,144,15,65,4,18
2024-12-19,VEGETABLE009,167,10,66,5,18
2024-12-20,VEGETABLE009,143,9,65,4,18
2024-12-21,VEGETABLE009,169,16,74,5,18
2024-12-22,VEGETABLE009,151,20,63,1,18
2024-12-23,VEGETABLE009,140,6,53,1,18
2024-12-24,VEGETABLE009,155,9,56,2,18
2024-12-25,VEGETABLE009,139,10,30,3,18
2024-12-26,VEGETABLE009,174,12,35,3,18
2024-12-27,VEGETABLE009,164,19,74,5,18
2024-12-28,VEGETABLE009,159,19,75,4,18
2024-12-29,VEGETABLE009,133,20,31,1,18
2024-12-30,VEGETABLE009,135,11,62,4,18
2024-12-31,VEGETABLE009,149,13,45,3,18
2023-01-01,VEGETABLE010,103,5,37,3,13
2023-01-02,VEGETABLE010,104,6,57,4,13
2023-01-03,VEGETABLE010,93,12,71,3,13
2023-01-04,VEGETABLE010,83,19,57,1,13
2023-01-05,VEGETABLE010,82,18,35,5,13
2023-01-06,VEGETABLE010,69,15,63,5,13
2023-01-07,VEGETABLE010,97,12,77,5,13
2023-01-08,VEGETABLE010,76,13,57,3,13
2023-01-09,VEGETABLE010,80,20,37,4,13
2023-01-10,VEGETABLE010,66,9,67,5,13
2023-01-11,VEGETABLE010,68,14,39,1,13
2023-01-12,VEGETABLE010,79,7,65,2,13
2023-01-13,VEGETABLE010,90,9,36,5,13
2023-01-14,VEGETABLE010,107,8,45,3,13
2023-01-15,VEGETABLE010,94,17,33,1,13
2023-01-16,VEGETABLE010,106,14,70,3,13
2023-01-17,VEGETABLE010,61,12,77,4,13
2023-01-18,VEGETABLE010,72,7,61,5,13
2023-01-19,VEGETABLE010,90,14,70,5,13
2023-01-20,VEGETABLE010,82,7,63,2,13
2023-01-21,VEGETABLE010,87,17,38,2,13
2023-01-22,VEGETABLE010,96,5,36,3,13
2023-01-23,VEGETABLE010,64,10,53,4,13
2023-01-24,VEGETABLE010,81,16,39,4,13
2023-01-25,VEGETABLE010,86,6,56,5,13
2023-01-26,VEGETABLE010,62,9,72,3,13
2023-01-27,VEGETABLE010,91,5,33,2,13
2023-01-28,VEGETABLE010,64,11,75,2,13
2023-01-29,VEGETABLE010,75,13,57,5,13
2023-01-30,VEGETABLE010,64,18,51,2,13
2023-01-31,VEGETABLE010,64,17,61,1,13
2023-02-01,VEGETABLE010,100,20,50,3,13
2023-02-02,VEGETABLE010,95,17,64,1,13
2023-02-03,VEGETABLE010,110,10,64,2,13
2023-02-04,VEGETABLE010,64,10,62,3,13
2023-02-05,VEGETABLE010,75,18,33,4,13
2023-02-06,VEGETABLE010,62,7,44,1,13
2023-02-07,VEGETABLE010,93,20,80,3,13
2023-02-08,VEGETABLE010,67,12,59,3,13
2023-02-09,VEGETABLE010,82,8,80,3,13
2023-02-10,VEGETABLE010,102,7,31,1,13
2023-02-11,VEGETABLE010,100,15,67,2,13
2023-02-12,VEGETABLE010,80,10,50,5,13
2023-02-13,VEGETABLE010,98,12,47,3,13
2023-02-14,VEGETABLE010,102,17,71,4,13
2023-02-15,VEGETABLE010,68,5,64,4,13
2023-02-16,VEGETABLE010,74,20,58,1,13
2023-02-17,VEGETABLE010,80,10,39,5,13
2023-02-18,VEGETABLE010,64,13,65,2,13
2023-02-19,VEGETABLE010,93,11,68,2,13
2023-02-20,VEGETABLE010,78,11,65,2,13
2023-02-21,VEGETABLE010,71,8,39,3,13
2023-02-22,VEGETABLE010,109,18,32,3,13
2023-02-23,VEGETABLE010,64,19,79,3,13
2023-02-24,VEGETABLE010,86,17,54,4,13
2023-02-25,VEGETABLE010,94,16,35,4,13
2023-02-26,VEGETABLE010,108,20,62,5,13
2023-02-27,VEGETABLE010,75,13,41,5,13
2023-02-28,VEGETABLE010,91,5,40,1,13
2023-03-01,VEGETABLE010,106,16,53,1,13
2023-03-02,VEGETABLE010,104,7,43,3,13
2023-03-03,VEGETABLE010,74,9,51,2,13
2023-03-04,VEGETABLE010,108,9,44,2,13
2023-03-05,VEGETABLE010,109,6,59,4,13
2023-03-06,VEGETABLE010,99,18,69,1,13
2023-03-07,VEGETABLE010,82,13,72,4,13
2023-03-08,VEGETABLE010,96,13,49,3,13
2023-03-09,VEGETABLE010,89,16,37,3,13
2023-03-10,VEGETABLE010,86,17,71,2,13
2023-03-11,VEGETABLE010,86,18,79,1,13
2023-03-12,VEGETABLE010,74,10,31,2,13
2023-03-13,VEGETABLE010,61,14,61,1,13
2023-03-14,VEGETABLE010,64,18,51,4,13
2023-03-15,VEGETABLE010,105,9,40,2,13
2023-03-16,VEGETABLE010,103,7,53,2,13
2023-03-17,VEGETABLE010,60,9,80,4,13
2023-03-18,VEGETABLE010,96,15,63,2,13
2023-03-19,VEGETABLE010,84,19,33,2,13
2023-03-20,VEGETABLE010,89,17,58,3,13
2023-03-21,VEGETABLE010,95,17,46,4,13
2023-03-22,VEGETABLE010,70,20,48,2,13
2023-03-23,VEGETABLE010,90,20,62,3,13
2023-03-24,VEGETABLE010,70,20,53,1,13
2023-03-25,VEGETABLE010,110,10,50,2,13
2023-03-26,VEGETABLE010,89,5,45,1,13
2023-03-27,VEGETABLE010,100,11,53,2,13
2023-03-28,VEGETABLE010,69,16,46,2,13
2023-03-29,VEGETABLE010,72,19,68,5,13
2023-03-30,VEGETABLE010,107,12,80,3,13
2023-03-31,VEGETABLE010,77,16,59,3,13
2023-04-01,VEGETABLE010,61,11,45,4,13
2023-04-02,VEGETABLE010,94,17,47,5,13
2023-04-03,VEGETABLE010,97,19,43,3,13
2023-04-04,VEGETABLE010,81,11,37,2,13
2023-04-05,VEGETABLE010,99,10,38,4,13
2023-04-06,VEGETABLE010,88,7,77,3,13
2023-04-07,VEGETABLE010,77,20,33,3,13
2023-04-08,VEGETABLE010,70,5,74,4,13
2023-04-09,VEGETABLE010,89,7,62,1,13
2023-04-10,VEGETABLE010,72,9,58,3,13
2023-04-11,VEGETABLE010,75,9,58,5,13
2023-04-12,VEGETABLE010,104,9,66,1,13
2023-04-13,VEGETABLE010,84,18,62,1,13
2023-04-14,VEGETABLE010,77,17,41,2,13
2023-04-15,VEGETABLE010,80,13,30,5,13
2023-04-16,VEGETABLE010,73,11,31,5,13
2023-04-17,VEGETABLE010,96,19,63,2,13
2023-04-18,VEGETABLE010,103,15,33,3,13
2023-04-19,VEGETABLE010,64,8,63,3,13
2023-04-20,VEGETABLE010,86,13,72,5,13
2023-04-21,VEGETABLE010,82,5,55,3,13
2023-04-22,VEGETABLE010,67,16,64,2,13
2023-04-23,VEGETABLE010,80,7,51,3,13
2023-04-24,VEGETABLE010,97,10,62,1,13
2023-04-25,VEGETABLE010,93,20,42,4,13
2023-04-26,VEGETABLE010,85,15,77,5,13
2023-04-27,VEGETABLE010,102,12,77,1,13
2023-04-28,VEGETABLE010,105,11,37,3,13
2023-04-29,VEGETABLE010,95,11,51,4,13
2023-04-30,VEGETABLE010,108,18,64,4,13
2023-05-01,VEGETABLE010,92,17,41,5,13
2023-05-02,VEGETABLE010,81,10,30,3,13
2023-05-03,VEGETABLE010,109,9,62,1,13
2023-05-04,VEGETABLE010,83,20,33,4,13
2023-05-05,VEGETABLE010,83,8,44,3,13
2023-05-06,VEGETABLE010,60,14,44,3,13
2023-05-07,VEGETABLE010,98,9,47,3,13
2023-05-08,VEGETABLE010,93,6,49,1,13
2023-05-09,VEGETABLE010,107,14,66,5,13
2023-05-10,VEGETABLE010,61,11,46,1,13
2023-05-11,VEGETABLE010,68,7,62,1,13
2023-05-12,VEGETABLE010,75,18,36,2,13
2023-05-13,VEGETABLE010,80,19,40,2,13
2023-05-14,VEGETABLE010,94,12,31,3,13
2023-05-15,VEGETABLE010,108,7,53,3,13
2023-05-16,VEGETABLE010,104,13,74,3,13
2023-05-17,VEGETABLE010,71,16,49,3,13
2023-05-18,VEGETABLE010,92,11,40,5,13
2023-05-19,VEGETABLE010,75,6,58,3,13
2023-05-20,VEGETABLE010,93,17,36,2,13
2023-05-21,VEGETABLE010,96,10,53,3,13
2023-05-22,VEGETABLE010,78,13,73,3,13
2023-05-23,VEGETABLE010,84,18,71,2,13
2023-05-24,VEGETABLE010,108,19,56,1,13
2023-05-25,VEGETABLE010,80,14,74,1,13
2023-05-26,VEGETABLE010,102,12,55,5,13
2023-05-27,VEGETABLE010,90,5,44,2,13
2023-05-28,VEGETABLE010,70,20,64,3,13
2023-05-29,VEGETABLE010,97,19,56,3,13
2023-05-30,VEGETABLE010,107,15,57,3,13
2023-05-31,VEGETABLE010,61,17,31,5,13
2023-06-01,VEGETABLE010,97,7,61,2,13
2023-06-02,VEGETABLE010,77,13,75,1,13
2023-06-03,VEGETABLE010,82,14,58,1,13
2023-06-04,VEGETABLE010,74,17,53,4,13
2023-06-05,VEGETABLE010,110,15,60,3,13
2023-06-06,VEGETABLE010,93,19,80,2,13
2023-06-07,VEGETABLE010,98,15,56,4,13
2023-06-08,VEGETABLE010,67,16,37,4,13
2023-06-09,VEGETABLE010,61,13,54,1,13
2023-06-10,VEGETABLE010,78,20,44,3,13
2023-06-11,VEGETABLE010,102,6,78,1,13
2023-06-12,VEGETABLE010,67,15,52,1,13
2023-06-13,VEGETABLE010,87,9,57,2,13
2023-06-14,VEGETABLE010,77,18,35,3,13
2023-06-15,VEGETABLE010,87,14,72,5,13
2023-06-16,VEGETABLE010,74,6,72,1,13
2023-06-17,VEGETABLE010,72,9,59,4,13
2023-06-18,VEGETABLE010,103,5,46,2,13
2023-06-19,VEGETABLE010,60,10,75,5,13
2023-06-20,VEGETABLE010,63,19,60,1,13
2023-06-21,VEGETABLE010,95,17,72,4,13
2023-06-22,VEGETABLE010,106,19,59,3,13
2023-06-23,VEGETABLE010,82,8,72,1,13
2023-06-24,VEGETABLE010,82,15,63,2,13
2023-06-25,VEGETABLE010,82,19,80,1,13
2023-06-26,VEGETABLE010,95,8,31,5,13
2023-06-27,VEGETABLE010,68,6,66,5,13
2023-06-28,VEGETABLE010,85,15,41,1,13
2023-06-29,VEGETABLE010,103,14,54,5,13
2023-06-30,VEGETABLE010,80,10,53,1,13
2023-07-01,VEGETABLE010,77,20,61,5,13
2023-07-02,VEGETABLE010,73,6,41,2,13
2023-07-03,VEGETABLE010,82,16,51,2,13
2023-07-04,VEGETABLE010,87,6,72,4,13
2023-07-05,VEGETABLE010,98,5,40,2,13
2023-07-06,VEGETABLE010,75,8,48,3,13
2023-07-07,VEGETABLE010,81,11,76,3,13
2023-07-08,VEGETABLE010,79,19,63,3,13
2023-07-09,VEGETABLE010,96,9,50,1,13
2023-07-10,VEGETABLE010,104,10,75,5,13
2023-07-11,VEGETABLE010,109,15,65,4,13
2023-07-12,VEGETABLE010,75,19,62,3,13
2023-07-13,VEGETABLE010,83,18,53,4,13
2023-07-14,VEGETABLE010,108,14,61,1,13
2023-07-15,VEGETABLE010,75,16,59,1,13
2023-07-16,VEGETABLE010,76,7,67,2,13
2023-07-17,VEGETABLE010,70,9,69,2,13
2023-07-18,VEGETABLE010,87,17,46,3,13
2023-07-19,VEGETABLE010,110,12,77,2,13
2023-07-20,VEGETABLE010,69,6,50,3,13
2023-07-21,VEGETABLE010,106,14,69,1,13
2023-07-22,VEGETABLE010,97,8,77,5,13
2023-07-23,VEGETABLE010,89,8,48,3,13
2023-07-24,VEGETABLE010,72,14,80,3,13
2023-07-25,VEGETABLE010,69,11,55,1,13
2023-07-26,VEGETABLE010,70,8,49,3,13
2023-07-27,VEGETABLE010,71,18,75,3,13
2023-07-28,VEGETABLE010,74,9,58,3,13
2023-07-29,VEGETABLE010,77,6,47,4,13
2023-07-30,VEGETABLE010,90,15,63,1,13
2023-07-31,VEGETABLE010,66,18,73,1,13
2023-08-01,VEGETABLE010,85,17,75,4,13
2023-08-02,VEGETABLE010,70,20,58,3,13
2023-08-03,VEGETABLE010,80,10,69,5,13
2023-08-04,VEGETABLE010,69,15,60,2,13
2023-08-05,VEGETABLE010,105,20,46,2,13
2023-08-06,VEGETABLE010,110,14,75,4,13
2023-08-07,VEGETABLE010,63,17,68,4,13
2023-08-08,VEGETABLE010,91,5,39,5,13
2023-08-09,VEGETABLE010,97,16,60,5,13
2023-08-10,VEGETABLE010,96,13,53,1,13
2023-08-11,VEGETABLE010,62,15,72,3,13
2023-08-12,VEGETABLE010,100,9,70,4,13
2023-08-13,VEGETABLE010,108,18,54,4,13
2023-08-14,VEGETABLE010,104,15,33,3,13
2023-08-15,VEGETABLE010,62,20,33,3,13
2023-08-16,VEGETABLE010,68,9,80,3,13
2023-08-17,VEGETABLE010,107,13,80,4,13
2023-08-18,VEGETABLE010,61,7,64,5,13
2023-08-19,VEGETABLE010,79,8,59,1,13
2023-08-20,VEGETABLE010,91,9,47,5,13
2023-08-21,VEGETABLE010,62,12,32,1,13
2023-08-22,VEGETABLE010,100,20,77,5,13
2023-08-23,VEGETABLE010,84,18,53,4,13
2023-08-24,VEGETABLE010,73,5,49,4,13
2023-08-25,VEGETABLE010,102,12,42,5,13
2023-08-26,VEGETABLE010,74,19,50,2,13
2023-08-27,VEGETABLE010,67,11,77,1,13
2023-08-28,VEGETABLE010,104,9,73,5,13
2023-08-29,VEGETABLE010,85,10,79,2,13
2023-08-30,VEGETABLE010,68,13,54,4,13
2023-08-31,VEGETABLE010,62,13,51,2,13
2023-09-01,VEGETABLE010,97,17,44,2,13
2023-09-02,VEGETABLE010,80,14,75,4,13
2023-09-03,VEGETABLE010,66,6,60,2,13
2023-09-04,VEGETABLE010,83,20,32,4,13
2023-09-05,VEGETABLE010,83,18,73,1,13
2023-09-06,VEGETABLE010,90,13,36,2,13
2023-09-07,VEGETABLE010,86,20,78,4,13
2023-09-08,VEGETABLE010,86,18,62,4,13
2023-09-09,VEGETABLE010,87,11,32,4,13
2023-09-10,VEGETABLE010,61,6,71,5,13
2023-09-11,VEGETABLE010,86,19,77,1,13
2023-09-12,VEGETABLE010,69,7,69,5,13
2023-09-13,VEGETABLE010,87,7,40,4,13
2023-09-14,VEGETABLE010,104,11,53,2,13
2023-09-15,VEGETABLE010,67,10,79,5,13
2023-09-16,VEGETABLE010,76,9,71,4,13
2023-09-17,VEGETABLE010,75,16,63,4,13
2023-09-18,VEGETABLE010,89,20,75,1,13
2023-09-19,VEGETABLE010,61,16,67,3,13
2023-09-20,VEGETABLE010,99,8,47,3,13
2023-09-21,VEGETABLE010,88,10,68,4,13
2023-09-22,VEGETABLE010,71,10,40,2,13
2023-09-23,VEGETABLE010,80,13,43,2,13
2023-09-24,VEGETABLE010,60,12,73,5,13
2023-09-25,VEGETABLE010,68,14,68,1,13
2023-09-26,VEGETABLE010,98,20,72,4,13
2023-09-27,VEGETABLE010,87,15,68,5,13
2023-09-28,VEGETABLE010,98,6,66,1,13
2023-09-29,VEGETABLE010,89,8,67,1,13
2023-09-30,VEGETABLE010,82,8,69,4,13
2023-10-01,VEGETABLE010,109,9,69,5,13
2023-10-02,VEGETABLE010,64,5,49,5,13
2023-10-03,VEGETABLE010,102,18,53,2,13
2023-10-04,VEGETABLE010,79,10,78,1,13
2023-10-05,VEGETABLE010,89,14,64,5,13
2023-10-06,VEGETABLE010,109,13,38,1,13
2023-10-07,VEGETABLE010,92,8,53,1,13
2023-10-08,VEGETABLE010,92,14,51,5,13
2023-10-09,VEGETABLE010,94,20,42,4,13
2023-10-10,VEGETABLE010,65,10,55,3,13
2023-10-11,VEGETABLE010,99,14,62,1,13
2023-10-12,VEGETABLE010,71,19,75,4,13
2023-10-13,VEGETABLE010,103,14,70,2,13
2023-10-14,VEGETABLE010,79,15,68,1,13
2023-10-15,VEGETABLE010,67,12,31,5,13
2023-10-16,VEGETABLE010,107,10,64,3,13
2023-10-17,VEGETABLE010,80,14,57,2,13
2023-10-18,VEGETABLE010,91,15,73,3,13
2023-10-19,VEGETABLE010,100,11,44,2,13
2023-10-20,VEGETABLE010,83,20,36,3,13
2023-10-21,VEGETABLE010,109,13,57,5,13
2023-10-22,VEGETABLE010,68,12,80,3,13
2023-10-23,VEGETABLE010,78,9,65,5,13
2023-10-24,VEGETABLE010,75,7,50,4,13
2023-10-25,VEGETABLE010,89,9,61,5,13
2023-10-26,VEGETABLE010,101,7,33,1,13
2023-10-27,VEGETABLE010,94,17,67,2,13
2023-10-28,VEGETABLE010,76,8,71,3,13
2023-10-29,VEGETABLE010,81,18,30,3,13
2023-10-30,VEGETABLE010,80,17,62,2,13
2023-10-31,VEGETABLE010,64,13,49,1,13
2023-11-01,VEGETABLE010,82,10,64,4,13
2023-11-02,VEGETABLE010,90,17,80,5,13
2023-11-03,VEGETABLE010,71,17,34,2,13
2023-11-04,VEGETABLE010,60,10,54,2,13
2023-11-05,VEGETABLE010,74,17,39,3,13
2023-11-06,VEGETABLE010,82,10,68,1,13
2023-11-07,VEGETABLE010,104,15,32,5,13
2023-11-08,VEGETABLE010,97,16,42,4,13
2023-11-09,VEGETABLE010,104,14,47,2,13
2023-11-10,VEGETABLE010,99,15,44,1,13
2023-11-11,VEGETABLE010,109,12,40,5,13
2023-11-12,VEGETABLE010,107,20,48,5,13
2023-11-13,VEGETABLE010,76,6,65,2,13
2023-11-14,VEGETABLE010,65,11,80,3,13
2023-11-15,VEGETABLE010,60,6,76,1,13
2023-11-16,VEGETABLE010,104,11,68,4,13
2023-11-17,VEGETABLE010,80,8,61,1,13
2023-11-18,VEGETABLE010,90,15,46,5,13
2023-11-19,VEGETABLE010,92,14,54,2,13
2023-11-20,VEGETABLE010,75,5,44,3,13
2023-11-21,VEGETABLE010,79,17,54,3,13
2023-11-22,VEGETABLE010,106,11,31,1,13
2023-11-23,VEGETABLE010,93,13,53,3,13
2023-11-24,VEGETABLE010,64,13,41,3,13
2023-11-25,VEGETABLE010,67,5,51,4,13
2023-11-26,VEGETABLE010,75,18,60,1,13
2023-11-27,VEGETABLE010,93,16,60,5,13
2023-11-28,VEGETABLE010,73,17,37,1,13
2023-11-29,VEGETABLE010,71,17,33,2,13
2023-11-30,VEGETABLE010,109,5,64,1,13
2023-12-01,VEGETABLE010,91,20,37,5,13
2023-12-02,VEGETABLE010,74,15,35,5,13
2023-12-03,VEGETABLE010,67,18,47,4,13
2023-12-04,VEGETABLE010,71,5,52,1,13
2023-12-05,VEGETABLE010,89,18,31,3,13
2023-12-06,VEGETABLE010,110,7,30,4,13
2023-12-07,VEGETABLE010,60,8,39,1,13
2023-12-08,VEGETABLE010,87,7,70,4,13
2023-12-09,VEGETABLE010,100,8,74,1,13
2023-12-10,VEGETABLE010,65,16,44,3,13
2023-12-11,VEGETABLE010,63,9,48,1,13
2023-12-12,VEGETABLE010,60,6,43,4,13
2023-12-13,VEGETABLE010,78,20,75,4,13
2023-12-14,VEGETABLE010,109,19,73,3,13
2023-12-15,VEGETABLE010,94,10,68,5,13
2023-12-16,VEGETABLE010,64,14,31,3,13
2023-12-17,VEGETABLE010,102,15,77,2,13
2023-12-18,VEGETABLE010,66,19,47,1,13
2023-12-19,VEGETABLE010,65,8,57,4,13
2023-12-20,VEGETABLE010,109,19,34,3,13
2023-12-21,VEGETABLE010,87,14,40,2,13
2023-12-22,VEGETABLE010,63,6,39,2,13
2023-12-23,VEGETABLE010,84,17,77,2,13
2023-12-24,VEGETABLE010,78,13,40,4,13
2023-12-25,VEGETABLE010,83,16,56,3,13
2023-12-26,VEGETABLE010,65,20,78,1,13
2023-12-27,VEGETABLE010,99,15,33,5,13
2023-12-28,VEGETABLE010,94,15,41,3,13
2023-12-29,VEGETABLE010,86,13,36,5,13
2023-12-30,VEGETABLE010,98,8,49,3,13
2023-12-31,VEGETABLE010,104,8,68,4,13
2024-01-01,VEGETABLE010,96,6,36,1,13
2024-01-02,VEGETABLE010,103,9,71,3,13
2024-01-03,VEGETABLE010,109,6,43,5,13
2024-01-04,VEGETABLE010,78,19,70,3,13
2024-01-05,VEGETABLE010,90,12,42,1,13
2024-01-06,VEGETABLE010,77,16,54,4,13
2024-01-07,VEGETABLE010,84,19,52,5,13
2024-01-08,VEGETABLE010,69,6,62,5,13
2024-01-09,VEGETABLE010,90,13,35,2,13
2024-01-10,VEGETABLE010,89,10,75,2,13
2024-01-11,VEGETABLE010,68,18,60,5,13
2024-01-12,VEGETABLE010,83,12,39,3,13
2024-01-13,VEGETABLE010,92,17,55,2,13
2024-01-14,VEGETABLE010,67,11,35,4,13
2024-01-15,VEGETABLE010,98,7,57,1,13
2024-01-16,VEGETABLE010,96,14,60,4,13
2024-01-17,VEGETABLE010,65,12,36,2,13
2024-01-18,VEGETABLE010,85,9,49,4,13
2024-01-19,VEGETABLE010,62,17,35,4,13
2024-01-20,VEGETABLE010,91,20,65,5,13
2024-01-21,VEGETABLE010,92,18,34,4,13
2024-01-22,VEGETABLE010,97,15,55,4,13
2024-01-23,VEGETABLE010,66,5,63,2,13
2024-01-24,VEGETABLE010,83,16,53,4,13
2024-01-25,VEGETABLE010,106,16,61,2,13
2024-01-26,VEGETABLE010,77,12,51,5,13
2024-01-27,VEGETABLE010,81,11,61,1,13
2024-01-28,VEGETABLE010,75,10,54,1,13
2024-01-29,VEGETABLE010,74,17,75,1,13
2024-01-30,VEGETABLE010,70,8,73,1,13
2024-01-31,VEGETABLE010,110,15,39,5,13
2024-02-01,VEGETABLE010,94,7,53,4,13
2024-02-02,VEGETABLE010,68,18,42,2,13
2024-02-03,VEGETABLE010,92,18,31,1,13
2024-02-04,VEGETABLE010,79,19,76,5,13
2024-02-05,VEGETABLE010,93,8,45,2,13
2024-02-06,VEGETABLE010,63,6,64,5,13
2024-02-07,VEGETABLE010,66,9,49,1,13
2024-02-08,VEGETABLE010,80,18,48,4,13
2024-02-09,VEGETABLE010,63,15,61,1,13
2024-02-10,VEGETABLE010,69,13,67,3,13
2024-02-11,VEGETABLE010,104,20,48,4,13
2024-02-12,VEGETABLE010,72,6,78,5,13
2024-02-13,VEGETABLE010,109,8,63,1,13
2024-02-14,VEGETABLE010,106,19,57,1,13
2024-02-15,VEGETABLE010,86,15,41,1,13
2024-02-16,VEGETABLE010,106,15,74,4,13
2024-02-17,VEGETABLE010,95,12,64,3,13
2024-02-18,VEGETABLE010,92,10,72,1,13
2024-02-19,VEGETABLE010,62,18,37,1,13
2024-02-20,VEGETABLE010,110,15,74,1,13
2024-02-21,VEGETABLE010,94,8,31,1,13
2024-02-22,VEGETABLE010,64,8,41,5,13
2024-02-23,VEGETABLE010,106,7,79,4,13
2024-02-24,VEGETABLE010,79,12,30,2,13
2024-02-25,VEGETABLE010,72,11,37,3,13
2024-02-26,VEGETABLE010,102,14,30,4,13
2024-02-27,VEGETABLE010,99,5,75,2,13
2024-02-28,VEGETABLE010,92,13,35,5,13
2024-02-29,VEGETABLE010,83,6,61,1,13
2024-03-01,VEGETABLE010,82,5,41,5,13
2024-03-02,VEGETABLE010,102,10,63,3,13
2024-03-03,VEGETABLE010,62,5,64,3,13
2024-03-04,VEGETABLE010,104,14,76,4,13
2024-03-05,VEGETABLE010,76,17,75,1,13
2024-03-06,VEGETABLE010,109,14,60,1,13
2024-03-07,VEGETABLE010,110,12,75,4,13
2024-03-08,VEGETABLE010,69,11,49,2,13
2024-03-09,VEGETABLE010,93,18,64,1,13
2024-03-10,VEGETABLE010,60,8,33,5,13
2024-03-11,VEGETABLE010,65,12,58,1,13
2024-03-12,VEGETABLE010,64,18,56,5,13
2024-03-13,VEGETABLE010,76,17,77,3,13
2024-03-14,VEGETABLE010,65,12,51,5,13
2024-03-15,VEGETABLE010,71,19,32,2,13
2024-03-16,VEGETABLE010,67,12,54,3,13
2024-03-17,VEGETABLE010,91,12,44,2,13
2024-03-18,VEGETABLE010,99,10,66,2,13
2024-03-19,VEGETABLE010,96,7,79,5,13
2024-03-20,VEGETABLE010,71,10,53,4,13
2024-03-21,VEGETABLE010,63,16,31,1,13
2024-03-22,VEGETABLE010,91,7,60,3,13
2024-03-23,VEGETABLE010,69,9,43,3,13
2024-03-24,VEGETABLE010,60,13,71,3,13
2024-03-25,VEGETABLE010,77,20,65,5,13
2024-03-26,VEGETABLE010,107,18,75,5,13
2024-03-27,VEGETABLE010,100,14,32,3,13
2024-03-28,VEGETABLE010,110,13,30,4,13
2024-03-29,VEGETABLE010,91,19,46,4,13
2024-03-30,VEGETABLE010,79,14,69,1,13
2024-03-31,VEGETABLE010,81,10,59,2,13
2024-04-01,VEGETABLE010,81,13,62,3,13
2024-04-02,VEGETABLE010,66,8,67,2,13
2024-04-03,VEGETABLE010,83,15,57,5,13
2024-04-04,VEGETABLE010,75,17,46,5,13
2024-04-05,VEGETABLE010,91,7,45,2,13
2024-04-06,VEGETABLE010,84,17,79,1,13
2024-04-07,VEGETABLE010,70,20,66,2,13
2024-04-08,VEGETABLE010,91,17,69,5,13
2024-04-09,VEGETABLE010,79,18,35,2,13
2024-04-10,VEGETABLE010,63,15,59,1,13
2024-04-11,VEGETABLE010,91,12,78,2,13
2024-04-12,VEGETABLE010,106,9,39,4,13
2024-04-13,VEGETABLE010,75,9,43,2,13
2024-04-14,VEGETABLE010,82,15,72,5,13
2024-04-15,VEGETABLE010,64,20,67,2,13
2024-04-16,VEGETABLE010,81,11,42,3,13
2024-04-17,VEGETABLE010,91,19,42,1,13
2024-04-18,VEGETABLE010,62,17,35,5,13
2024-04-19,VEGETABLE010,106,18,73,3,13
2024-04-20,VEGETABLE010,66,20,41,2,13
2024-04-21,VEGETABLE010,92,18,74,1,13
2024-04-22,VEGETABLE010,64,17,44,1,13
2024-04-23,VEGETABLE010,108,5,52,1,13
2024-04-24,VEGETABLE010,91,18,61,5,13
2024-04-25,VEGETABLE010,97,18,79,3,13
2024-04-26,VEGETABLE010,94,16,51,4,13
2024-04-27,VEGETABLE010,67,15,48,3,13
2024-04-28,VEGETABLE010,65,13,45,3,13
2024-04-29,VEGETABLE010,93,12,47,3,13
2024-04-30,VEGETABLE010,99,16,61,4,13
2024-05-01,VEGETABLE010,65,16,55,2,13
2024-05-02,VEGETABLE010,64,17,62,4,13
2024-05-03,VEGETABLE010,77,5,46,2,13
2024-05-04,VEGETABLE010,66,13,57,1,13
2024-05-05,VEGETABLE010,97,10,79,4,13
2024-05-06,VEGETABLE010,105,20,77,2,13
2024-05-07,VEGETABLE010,76,17,37,3,13
2024-05-08,VEGETABLE010,75,19,50,2,13
2024-05-09,VEGETABLE010,75,14,43,2,13
2024-05-10,VEGETABLE010,105,11,74,5,13
2024-05-11,VEGETABLE010,62,18,69,4,13
2024-05-12,VEGETABLE010,90,7,47,1,13
2024-05-13,VEGETABLE010,61,11,56,2,13
2024-05-14,VEGETABLE010,92,17,53,3,13
2024-05-15,VEGETABLE010,101,11,77,4,13
2024-05-16,VEGETABLE010,106,7,78,2,13
2024-05-17,VEGETABLE010,87,20,53,4,13
2024-05-18,VEGETABLE010,65,12,34,4,13
2024-05-19,VEGETABLE010,67,20,62,1,13
2024-05-20,VEGETABLE010,65,17,59,5,13
2024-05-21,VEGETABLE010,110,10,60,4,13
2024-05-22,VEGETABLE010,70,9,79,5,13
2024-05-23,VEGETABLE010,109,13,37,5,13
